episode,total_reward,avg_agent_reward
126,-83.52071313524128,-27.840237711747093
127,-75.48373946200685,-25.161246487335617
128,-63.65076818520388,-21.216922728401293
129,-87.65900201190915,-29.21966733730305
130,-122.8916066488811,-40.96386888296036
131,-107.8998933603877,-35.96663112012923
132,-177.01953340579618,-59.00651113526539
133,-100.15923415962753,-33.38641138654251
134,-71.23861982556437,-23.746206608521458
135,-79.57592271544239,-26.52530757181413
136,-88.29661989196548,-29.43220663065516
137,-125.3724880712359,-41.790829357078636
138,-63.45059801932031,-21.150199339773437
139,-109.1142157928623,-36.37140526428743
140,-165.45101666999525,-55.150338889998416
141,-119.9379381143205,-39.9793127047735
142,-126.20419502919287,-42.06806500973096
143,-106.50404203555522,-35.501347345185074
144,-47.963355702612546,-15.987785234204182
145,-98.05576625079698,-32.68525541693233
146,-134.97549971250285,-44.99183323750095
147,-171.6131052300348,-57.2043684100116
148,-114.09297703888673,-38.03099234629558
149,-117.12777952135974,-39.04259317378658
150,-80.74403132044988,-26.914677106816626
151,-111.86087046385863,-37.28695682128621
152,-86.56616564255037,-28.855388547516792
153,-77.66308230725113,-25.887694102417043
154,-97.21527991016717,-32.40509330338906
155,-154.9738924782572,-51.657964159419066
156,-100.67324726141749,-33.557749087139165
157,-74.69054926177532,-24.896849753925107
158,-68.95391684119781,-22.984638947065935
159,-113.39614855311314,-37.798716184371045
160,-146.86814773833262,-48.95604924611087
161,-75.34669398192932,-25.115564660643106
162,-181.04657498204364,-60.34885832734788
163,-75.76788599650494,-25.25596199883498
164,-98.04276717693878,-32.68092239231293
165,-92.7203150460453,-30.9067716820151
166,-123.5137160034063,-41.1712386678021
167,-119.75945511784485,-39.91981837261495
168,-101.62295104392541,-33.874317014641804
169,-108.4060136408566,-36.13533788028553
170,-107.07676333662684,-35.69225444554228
171,-110.64808939369559,-36.88269646456519
172,-168.83881818020066,-56.27960606006689
173,-116.32593657998447,-38.775312193328155
174,-119.8989307828858,-39.96631026096193
175,-148.2447183267201,-49.4149061089067
176,-120.40400230315545,-40.13466743438515
177,-138.74720740495016,-46.24906913498339
178,-95.72183405005734,-31.90727801668578
179,-116.42069691366798,-38.80689897122266
180,-84.9466543779998,-28.315551459333268
181,-84.78420653285482,-28.261402177618276
182,-92.34326164568206,-30.781087215227355
183,-90.71123724473344,-30.237079081577814
184,-124.00232330367004,-41.33410776789001
185,-206.11659774993672,-68.70553258331223
186,-99.22273784576497,-33.07424594858832
187,-106.63635711821998,-35.545452372739994
188,-135.257310327631,-45.08577010921033
189,-73.56437992727369,-24.521459975757896
190,-114.95471377505646,-38.31823792501882
191,-77.19347471421784,-25.731158238072613
192,-102.84006301921328,-34.280021006404425
193,-123.91346434085048,-41.30448811361683
194,-102.80104249151728,-34.26701416383909
195,-80.95017179572606,-26.983390598575355
196,-153.54323155007006,-51.181077183356685
197,-125.48669830803567,-41.82889943601189
198,-162.62768390929045,-54.20922796976348
199,-132.82932033805662,-44.27644011268554
200,-102.71530436146807,-34.238434787156024
201,-104.92095479912236,-34.97365159970745
202,-95.77694210573091,-31.92564736857697
203,-158.84855092829193,-52.94951697609731
204,-159.08219500304995,-53.02739833434998
205,-150.30931871268325,-50.103106237561086
206,-145.10216115211438,-48.36738705070479
207,-131.8598988227979,-43.9532996075993
208,-134.1926142613883,-44.73087142046276
209,-132.72043667664195,-44.24014555888065
210,-134.9007005124165,-44.9669001708055
211,-183.38664480443964,-61.12888160147988
212,-124.85725000206648,-41.61908333402216
213,-134.68661582268416,-44.895538607561384
214,-75.38966087513597,-25.12988695837866
215,-181.0127363089056,-60.3375787696352
216,-118.365944126584,-39.45531470886133
217,-72.32221882752192,-24.107406275840642
218,-117.88690530545212,-39.295635101817375
219,-146.98964307755438,-48.99654769251813
220,-113.71554641881832,-37.905182139606104
221,-86.72744321704931,-28.909147739016436
222,-159.94566550134536,-53.315221833781784
223,-116.33177671528813,-38.77725890509604
224,-149.58619708332654,-49.86206569444218
225,-99.48706645377968,-33.16235548459323
226,-203.9568701129224,-67.98562337097412
227,-109.80518408941292,-36.601728029804306
228,-120.78121024479364,-40.26040341493121
229,-143.8345211297473,-47.94484037658243
230,-150.2399030412381,-50.0799676804127
231,-187.19177461863265,-62.397258206210886
232,-74.82781683126879,-24.94260561042293
233,-223.0774936034283,-74.35916453447611
234,-97.52415401736522,-32.50805133912174
235,-125.06218192305445,-41.68739397435149
236,-175.38505779869848,-58.46168593289949
237,-145.5280987195241,-48.50936623984137
238,-123.0288862012705,-41.009628733756834
239,-108.86122805101826,-36.287076017006086
240,-121.4323713692026,-40.47745712306753
241,-128.32931037188789,-42.7764367906293
242,-90.45735366677972,-30.15245122225991
243,-157.1760826166693,-52.39202753888977
244,-82.59862891486645,-27.532876304955483
245,-103.77953461903934,-34.593178206346444
246,-66.48099766096921,-22.160332553656403
247,-103.50738866973373,-34.50246288991124
248,-43.30876451475991,-14.436254838253303
249,-93.99665156083643,-31.332217186945474
250,-99.06032998093045,-33.02010999364348
251,-107.17916703312665,-35.726389011042215
252,-91.03882786227615,-30.34627595409205
253,-83.8046359883003,-27.934878662766767
254,-98.38301182788551,-32.79433727596184
255,-62.27940307042641,-20.75980102347547
256,-167.4004461396459,-55.8001487132153
257,-78.75720648538518,-26.25240216179506
258,-94.63598526403045,-31.545328421343484
259,-52.57921716448601,-17.526405721495337
260,-133.74161187193818,-44.580537290646056
261,-93.69601875378416,-31.232006251261385
262,-144.79582743755304,-48.26527581251768
263,-86.91842302526322,-28.97280767508774
264,-84.25621788618734,-28.08540596206245
265,-72.97422879324775,-24.324742931082582
266,-64.0167684728558,-21.338922824285266
267,-196.92952915365757,-65.64317638455252
268,-75.43057168738,-25.143523895793333
269,-124.03313844064826,-41.344379480216084
270,-71.0005744416169,-23.666858147205634
271,-60.66310474500775,-20.221034915002583
272,-80.99054629614069,-26.996848765380232
273,-134.6841685559446,-44.894722851981534
274,-120.36848673395528,-40.12282891131843
275,-86.78759916776937,-28.92919972258979
276,-91.92282140757474,-30.64094046919158
277,-74.10044442223331,-24.700148140744435
278,-99.26401405812318,-33.08800468604106
279,-82.78539022471894,-27.59513007490631
280,-154.43803115681717,-51.479343718939056
281,-98.91871296723546,-32.97290432241182
282,-125.72457674579982,-41.90819224859994
283,-78.77941668724245,-26.259805562414147
284,-129.72941689656975,-43.24313896552325
285,-108.93178972157318,-36.31059657385773
286,-71.75157832524445,-23.917192775081485
287,-101.88987496099533,-33.96329165366511
288,-99.48048409545841,-33.1601613651528
289,-155.58568026586875,-51.861893421956246
290,-92.17908061607784,-30.72636020535928
291,-140.4400403799024,-46.8133467933008
292,-83.17091811968376,-27.723639373227922
293,-72.99945737240189,-24.333152457467296
294,-88.17195824697222,-29.390652748990743
295,-115.12074049931459,-38.373580166438195
296,-111.71173875384477,-37.23724625128159
297,-91.97017459854848,-30.656724866182827
298,-121.54179485993063,-40.51393161997688
299,-174.83955979017264,-58.27985326339088
300,-30.355664229795146,-10.118554743265049
301,-93.02220602349797,-31.007402007832656
302,-84.24537810435491,-28.081792701451636
303,-69.2791050397114,-23.09303501323713
304,-97.61303571388616,-32.53767857129539
305,-141.60592655632078,-47.201975518773594
306,-130.25540872371846,-43.41846957457282
307,-71.12475621508436,-23.708252071694787
308,-103.40124936005918,-34.46708312001973
309,-84.49710635191894,-28.165702117306314
310,-102.2479822471416,-34.0826607490472
311,-57.48907159330666,-19.163023864435555
312,-88.08431715414665,-29.361439051382217
313,-79.11696085263858,-26.37232028421286
314,-57.91018804387676,-19.303396014625587
315,-118.83387760083556,-39.61129253361185
316,-63.1454455631842,-21.048481854394733
317,-96.14272409858916,-32.04757469952972
318,-114.94547152215662,-38.31515717405221
319,-126.68724282647317,-42.22908094215772
320,-137.75954722448105,-45.91984907482702
321,-94.60096269085142,-31.533654230283805
322,-86.32872327188521,-28.776241090628403
323,-105.40249381000217,-35.13416460333406
324,-102.08820408556873,-34.029401361856245
325,-119.025837609457,-39.675279203152336
326,-89.87612464180903,-29.958708213936344
327,-135.67545853577434,-45.225152845258116
328,-64.43910745159026,-21.47970248386342
329,-87.04215133661857,-29.014050445539525
330,-65.29775631091078,-21.765918770303596
331,-86.80161591413977,-28.933871971379926
332,-155.7177662871205,-51.905922095706835
333,-90.44597424111466,-30.14865808037155
334,-90.692665459364,-30.230888486454663
335,-134.98494409674208,-44.99498136558069
336,-113.61679054200337,-37.872263514001126
337,-88.68946767871327,-29.563155892904422
338,-135.45273764568412,-45.15091254856137
339,-97.99569495270688,-32.66523165090229
340,-202.7933926485949,-67.59779754953163
341,-101.98418998021161,-33.99472999340387
342,-62.94676860441406,-20.982256201471355
343,-149.7756257103241,-49.92520857010803
344,-109.61582720511714,-36.53860906837238
345,-182.82490707588664,-60.94163569196221
346,-98.24494145052785,-32.74831381684262
347,-217.03869044818703,-72.34623014939568
348,-203.1664993450038,-67.7221664483346
349,-125.27141344208029,-41.75713781402676
350,-154.88228797055498,-51.62742932351833
351,-115.97378071759788,-38.657926905865956
352,-139.02468057352678,-46.341560191175596
353,-146.54731601439664,-48.84910533813221
354,-82.53976586385468,-27.513255287951562
355,-98.90251839242376,-32.96750613080792
356,-121.5602931522697,-40.52009771742323
357,-200.07622866067774,-66.69207622022591
358,-90.67153501061443,-30.223845003538145
359,-42.67492769687097,-14.22497589895699
360,-176.11587737144492,-58.70529245714831
361,-123.9438195984707,-41.31460653282357
362,-142.21314305703706,-47.404381019012355
363,-64.78168535812188,-21.593895119373958
364,-177.84814180300856,-59.282713934336186
365,-162.62944851027504,-54.20981617009168
366,-31.073841405680085,-10.357947135226695
367,-151.6984223197986,-50.5661407732662
368,-87.41164458762464,-29.137214862541544
369,-157.68198168357335,-52.56066056119112
370,-153.49967240198993,-51.16655746732997
371,-115.29946248378799,-38.433154161262664
372,-83.92229510501545,-27.974098368338485
373,-133.94762457859252,-44.64920819286417
374,-196.6450257298975,-65.54834190996583
375,-241.32190443015952,-80.44063481005317
376,-179.22263442773718,-59.74087814257906
377,-158.717577338543,-52.90585911284767
378,-191.57425596975742,-63.858085323252475
379,-130.54485552749898,-43.51495184249966
380,-128.64149010766695,-42.880496702555654
381,-263.6783224905413,-87.89277416351376
382,-140.32957093619942,-46.776523645399806
383,-170.2535191728337,-56.75117305761123
384,-133.64013692003874,-44.54671230667958
385,-173.93398610422545,-57.97799536807515
386,-104.49513078797295,-34.83171026265765
387,-80.09177033721417,-26.69725677907139
388,-136.62881304849122,-45.542937682830406
389,-112.40909120264058,-37.46969706754686
390,-215.55428890622642,-71.8514296354088
391,-83.78713841808994,-27.92904613936331
392,-160.96796592629113,-53.65598864209704
393,-211.76438687449848,-70.58812895816617
394,-73.13790238071724,-24.379300793572412
395,-119.18544124099859,-39.7284804136662
396,-140.18462224135834,-46.728207413786116
397,-95.23742444035865,-31.745808146786217
398,-201.89926620944684,-67.29975540314895
399,-91.00533453367261,-30.335111511224202
400,-207.6372628100913,-69.2124209366971
401,-145.46077940988718,-48.48692646996239
402,-125.64556905649242,-41.88185635216414
403,-159.02306022474528,-53.00768674158176
404,-203.32247992588336,-67.77415997529445
405,-67.85246119066409,-22.617487063554695
406,-177.830028624639,-59.276676208213
407,-120.47144723127639,-40.15714907709213
408,-185.20890401662234,-61.736301338874114
409,-103.68370367734002,-34.56123455911334
410,-219.54928239945846,-73.18309413315282
411,-180.56571692526,-60.18857230842
412,-102.6289032981137,-34.20963443270457
413,-169.8327159957053,-56.61090533190177
414,-84.38913690433691,-28.129712301445636
415,-91.80839592793895,-30.602798642646317
416,-160.29695913611675,-53.43231971203892
417,-142.63211053479353,-47.54403684493118
418,-57.28167262705411,-19.093890875684703
419,-180.09422922816054,-60.03140974272018
420,-64.0236275455748,-21.341209181858265
421,-197.8962054926347,-65.96540183087824
422,-131.2206708020047,-43.74022360066823
423,-117.69740349660572,-39.232467832201905
424,-184.63098021952186,-61.54366007317395
425,-53.748662380969904,-17.916220793656635
426,-137.50472115099544,-45.834907050331815
427,-193.59748262486784,-64.53249420828928
428,-182.9076780710266,-60.96922602367553
429,-136.7185880637455,-45.57286268791517
430,-182.93550761242446,-60.97850253747482
431,-63.61973701835082,-21.20657900611694
432,-79.04101183647406,-26.347003945491352
433,-86.4973589819714,-28.83245299399047
434,-165.14335550148942,-55.04778516716314
435,-213.10611125641407,-71.03537041880469
436,-189.6424380271966,-63.21414600906553
437,-133.43140192046985,-44.47713397348995
438,-82.65827627856567,-27.55275875952189
439,-213.3803296434099,-71.1267765478033
440,-112.30732931212017,-37.43577643737339
441,-200.29647844889246,-66.76549281629748
442,-188.69300020999202,-62.89766673666401
443,-80.57581799060044,-26.858605996866814
444,-76.4875622136158,-25.49585407120527
445,-172.9491712403515,-57.64972374678383
446,-134.19074268464416,-44.730247561548055
447,-81.1559558398462,-27.051985279948735
448,-81.80104570666575,-27.26701523555525
449,-170.38667231428335,-56.79555743809445
450,-166.86032188480834,-55.62010729493611
451,-175.07629989581238,-58.35876663193746
452,-193.11439179205976,-64.37146393068659
453,-156.3934791922933,-52.13115973076444
454,-108.14554882686603,-36.04851627562201
455,-190.90256486940865,-63.634188289802886
456,-110.26176854495583,-36.75392284831861
457,-201.18955100690596,-67.06318366896865
458,-141.50148041076378,-47.16716013692126
459,-89.18634553572448,-29.728781845241496
460,-125.58856460195084,-41.86285486731695
461,-192.03599779526604,-64.01199926508868
462,-164.7144757745017,-54.90482525816723
463,-115.97307725592674,-38.65769241864225
464,-85.92390319328837,-28.641301064429456
465,-231.3444766955916,-77.1148255651972
466,-169.7200940184598,-56.573364672819935
467,-147.70056154785144,-49.23352051595048
468,-148.0441841866127,-49.34806139553757
469,-163.06655103009936,-54.35551701003312
470,-165.9596027764156,-55.319867592138536
471,-145.96246334032398,-48.65415444677466
472,-139.12000024450813,-46.37333341483605
473,-196.85938906822096,-65.61979635607365
474,-185.61829185613098,-61.87276395204366
475,-229.87709693534606,-76.62569897844868
476,-173.0867827659937,-57.69559425533123
477,-235.24768977291592,-78.41589659097197
478,-121.31207864419588,-40.437359548065295
479,-108.80994789156469,-36.26998263052156
480,-122.87257757816138,-40.957525859387125
481,-102.45115799413685,-34.150385998045614
482,-175.34446751226278,-58.44815583742093
483,-134.73481724172697,-44.91160574724233
484,-114.41538108534266,-38.138460361780886
485,-212.08491614354733,-70.6949720478491
486,-169.89281830281755,-56.63093943427251
487,-113.66723444889651,-37.88907814963217
488,-155.74657269713555,-51.915524232378516
489,-28.773815557000816,-9.591271852333605
490,-139.66634875931447,-46.55544958643816
491,-133.89275659402526,-44.63091886467509
492,-167.7940083850976,-55.93133612836587
493,-128.68063025893025,-42.893543419643414
494,-94.55043818900423,-31.516812729668075
495,-129.88773922280072,-43.295913074266906
496,-142.47918345274255,-47.49306115091418
497,-78.86329074045695,-26.287763580152316
498,-134.95481174205412,-44.984937247351375
499,-156.27060952935526,-52.09020317645175
500,-220.45487103655944,-73.48495701218648
501,-155.78739147682825,-51.92913049227608
502,-153.91304762243072,-51.30434920747691
503,-141.31250294967776,-47.10416764989259
504,-84.08094602821777,-28.026982009405923
505,-154.28411696391248,-51.42803898797083
506,-91.18240869750588,-30.39413623250196
507,-69.26678593087595,-23.08892864362532
508,-96.67483196624184,-32.22494398874728
509,-94.18678176850588,-31.395593922835292
510,-85.4063369487852,-28.4687789829284
511,-105.82235994710118,-35.27411998236706
512,-143.35384644815898,-47.78461548271966
513,-129.11579195737093,-43.038597319123646
514,-112.05471699240934,-37.351572330803116
515,-121.62361862327947,-40.54120620775982
516,-168.76089144987066,-56.253630483290216
517,-121.21255445594825,-40.40418481864942
518,-127.61179820952731,-42.53726606984244
519,-132.80353164366431,-44.26784388122144
520,-62.95701243406717,-20.98567081135572
521,-65.802978954569,-21.934326318189665
522,-86.39806272220648,-28.799354240735493
523,-98.94904336646346,-32.98301445548782
524,-129.92357441486925,-43.30785813828975
525,-119.45795637315592,-39.81931879105198
526,-152.57649178858526,-50.858830596195084
527,-95.3975402510616,-31.7991800836872
528,-95.08679494156335,-31.69559831385445
529,-129.437649723459,-43.145883241153
530,-106.87222724371298,-35.62407574790433
531,-159.00336756876914,-53.00112252292305
532,-113.859396785675,-37.95313226189167
533,-70.73751600627197,-23.579172002090658
534,-172.28994236548883,-57.42998078849627
535,-171.07895220873087,-57.02631740291029
536,-89.07517740066584,-29.691725800221946
537,-149.8759633992388,-49.95865446641293
538,-104.19314010564449,-34.731046701881496
539,-91.22766887781468,-30.40922295927156
540,-101.98208782397684,-33.99402927465895
541,-88.20453093544695,-29.401510311815652
542,-62.079696874868844,-20.693232291622948
543,-121.15610065643193,-40.38536688547731
544,-121.4507745338598,-40.4835915112866
545,-167.09025782106178,-55.69675260702059
546,-71.7663384477177,-23.9221128159059
547,-194.1731909860966,-64.72439699536554
548,-129.15039994334484,-43.05013331444828
549,-78.8645432857222,-26.288181095240734
550,-90.94654104741569,-30.3155136824719
551,-109.4766308867639,-36.49221029558797
552,-76.9243021216088,-25.641434040536268
553,-105.74961049970292,-35.24987016656764
554,-148.91731805553746,-49.639106018512486
555,-93.52961961738643,-31.176539872462143
556,-116.68733651927151,-38.89577883975717
557,-84.92445233585775,-28.30815077861925
558,-163.94303592761509,-54.64767864253836
559,-104.23112777270785,-34.743709257569286
560,-113.56360084219202,-37.854533614064
561,-89.91454081876601,-29.97151360625534
562,-171.90494376681698,-57.30164792227233
563,-113.76042380636471,-37.920141268788235
564,-75.93653404263368,-25.312178014211227
565,-78.71136994175157,-26.23712331391719
566,-113.23665287497437,-37.74555095832479
567,-114.59365684550605,-38.19788561516868
568,-148.50544743561255,-49.50181581187085
569,-98.09077092439044,-32.69692364146348
570,-108.26700832066496,-36.08900277355499
571,-116.66211488179701,-38.88737162726567
572,-86.14667304712887,-28.71555768237629
573,-84.4595454283239,-28.153181809441303
574,-50.473297483893326,-16.824432494631107
575,-104.8397108614976,-34.94657028716586
576,-88.97238728115079,-29.657462427050262
577,-105.23860697587459,-35.07953565862486
578,-96.52863027696907,-32.176210092323025
579,-109.61575661926997,-36.53858553975666
580,-147.26758277925825,-49.08919425975275
581,-71.42078584933769,-23.806928616445898
582,-127.4575857136333,-42.485861904544436
583,-64.82641236769841,-21.608804122566138
584,-144.49829968766326,-48.166099895887754
585,-95.05057191395167,-31.683523971317225
586,-86.85379562623925,-28.951265208746417
587,-45.04720710224779,-15.015735700749262
588,-115.63254641807936,-38.54418213935978
589,-89.88042187560055,-29.960140625200182
590,-104.72223081419361,-34.90741027139787
591,-133.70333569297125,-44.56777856432375
592,-122.11837298930008,-40.706124329766695
593,-161.38438134849395,-53.79479378283131
594,-116.9064963492429,-38.9688321164143
595,-149.29135601958666,-49.76378533986222
596,-112.67979474753781,-37.559931582512604
597,-103.87066068242171,-34.62355356080724
598,-85.32591126283536,-28.441970420945122
599,-123.20539770808676,-41.068465902695586
600,-69.25566526205358,-23.085221754017862
601,-86.97498336596433,-28.991661121988113
602,-168.72824505686881,-56.2427483522896
603,-92.42618238663783,-30.808727462212612
604,-110.9885676635959,-36.996189221198634
605,-98.8100292214493,-32.93667640714977
606,-103.78194701572804,-34.59398233857601
607,-74.133238486061,-24.71107949535367
608,-126.19719092443665,-42.065730308145554
609,-101.0451280710698,-33.681709357023266
610,-147.99394875456125,-49.33131625152041
611,-84.98186341528941,-28.32728780509647
612,-83.02624807630194,-27.67541602543398
613,-126.94376137568361,-42.31458712522787
614,-113.40890762128366,-37.802969207094556
615,-96.48589993329766,-32.16196664443255
616,-136.72451087664342,-45.57483695888114
617,-135.57660158157864,-45.19220052719288
618,-111.23254834287592,-37.077516114291974
619,-97.34746230460593,-32.449154101535306
620,-133.58326865477025,-44.52775621825675
621,-103.2805608533319,-34.426853617777304
622,-131.03993811958617,-43.67997937319539
623,-135.85278086312746,-45.28426028770915
624,-113.35107510223881,-37.78369170074627
625,-47.85439212445395,-15.95146404148465
626,-96.13983939492981,-32.04661313164327
627,-191.87359529317783,-63.95786509772594
628,-103.53601681233195,-34.51200560411065
629,-110.04171667396089,-36.68057222465363
630,-100.61255979379844,-33.53751993126615
631,-135.4000965863382,-45.1333655287794
632,-75.89669890859754,-25.29889963619918
633,-156.7637921652336,-52.254597388411206
634,-85.34244870897251,-28.44748290299084
635,-81.48875968063093,-27.162919893543645
636,-127.53126019260198,-42.51042006420066
637,-72.3519623635141,-24.117320787838036
638,-103.17706926236662,-34.39235642078887
639,-89.92141390644693,-29.97380463548231
640,-118.5493198992765,-39.5164399664255
641,-110.28095139605131,-36.7603171320171
642,-156.4493286627473,-52.14977622091576
643,-103.5704720066672,-34.52349066888907
644,-153.48090817704258,-51.16030272568086
645,-85.45172939233078,-28.48390979744359
646,-119.1718917526255,-39.72396391754183
647,-128.47844861259026,-42.826149537530085
648,-99.56428087307653,-33.18809362435884
649,-87.89791311400012,-29.299304371333374
650,-116.64379231609371,-38.88126410536457
651,-159.1931492764864,-53.06438309216213
652,-127.95068620816093,-42.65022873605364
653,-71.50418688882966,-23.83472896294322
654,-149.81811072926047,-49.93937024308682
655,-70.81971013010974,-23.606570043369913
656,-95.89109511758548,-31.963698372528494
657,-127.68312225413064,-42.56104075137688
658,-196.1587556472055,-65.38625188240184
659,-114.03023586985641,-38.01007862328547
660,-114.73430653772131,-38.2447688459071
661,-135.27022563421505,-45.090075211405015
662,-167.9074278763344,-55.969142625444796
663,-81.00356986365264,-27.00118995455088
664,-97.930798138672,-32.64359937955734
665,-100.72129700933638,-33.573765669778794
666,-119.95388234075875,-39.98462744691958
667,-118.8662887387269,-39.6220962462423
668,-115.81100686986446,-38.60366895662148
669,-123.0151046551889,-41.00503488506297
670,-146.73070866833874,-48.91023622277958
671,-188.7963016153072,-62.932100538435726
672,-134.65175090515837,-44.883916968386124
673,-172.3694439146921,-57.45648130489737
674,-159.82865738898843,-53.27621912966281
675,-166.47504230199482,-55.49168076733161
676,-132.45899176484448,-44.15299725494816
677,-210.99467542013872,-70.33155847337957
678,-178.09087084718465,-59.363623615728216
679,-144.23835451321975,-48.079451504406585
680,-94.33485932421682,-31.444953108072273
681,-148.4276766942944,-49.475892231431466
682,-136.80304887082247,-45.60101629027415
683,-205.2853262113664,-68.42844207045546
684,-157.71629047375933,-52.572096824586446
685,-100.1026253548744,-33.367541784958135
686,-165.9042300721929,-55.301410024064296
687,-174.51815893953895,-58.17271964651298
688,-113.52305516586793,-37.84101838862264
689,-108.77137591803492,-36.25712530601164
690,-153.75138286485242,-51.2504609549508
691,-112.30489473785795,-37.434964912619314
692,-85.96587032858204,-28.655290109527346
693,-221.41520358018255,-73.80506786006084
694,-126.92047133366341,-42.30682377788781
695,-133.86568367378925,-44.62189455792975
696,-110.78152569608764,-36.927175232029214
697,-203.8200162440594,-67.94000541468647
698,-132.68621980362406,-44.22873993454135
699,-106.26617191220436,-35.42205730406812
