episode,total_reward,avg_agent_reward
1,-69.75520111385896,-23.251733704619653,-81.48419083746208,21.37549182325136
2,-74.08789347076714,-24.69596449025571,-96.0375967352705,29.93732752213965
3,-64.89730880330238,-21.63243626776746,-82.66440430393394,24.169505464353605
4,-75.80222152479318,-25.267407174931066,-94.08483723567988,30.720322285661304
5,-80.53368205504025,-26.844560685013416,-79.03024065956063,10.312946483663556
6,-71.00894874019295,-23.669649580064316,-73.72231989551932,18.410931598161447
7,-73.0966291669279,-24.365543055642632,-70.41258692972751,26.526105631937604
8,-63.86535109523111,-21.28845036507704,-73.97445370617547,14.28025275712203
9,-82.63468612871725,-27.544895376239083,-80.90493870004195,16.50953725467913
10,-87.76564482513984,-29.255214941713277,-76.47285403604795,22.25368026140102
11,-73.30076427670859,-24.4335880922362,-87.10696905696639,19.071270334251484
12,-60.344325205466696,-20.1147750684889,-80.19631204840027,14.565743885478778
13,-103.79943001176903,-34.59981000392301,-77.35836982135636,11.473159560300758
14,-78.23006487542084,-26.076688291806946,-88.53508020999179,14.009846380325834
15,-86.8499365239891,-28.949978841329703,-75.36472348579619,16.078233261640868
16,-68.37409211081763,-22.791364036939207,-82.83753969682229,22.514557389368395
17,-72.70875884954528,-24.236252949848424,-101.57994127714872,37.382435735965885
18,-75.12346145448572,-25.041153818161902,-91.54431701131415,27.05235162335037
19,-86.58319064542785,-28.86106354847595,-78.0251985123039,17.602439358485046
20,-85.81781866496661,-28.60593955498887,-72.71977516298796,17.21540161069686
21,-77.54997316791471,-25.849991055971568,-81.91950016226339,22.406106228446493
22,-80.73041530882657,-26.910138436275517,-79.65677209063055,30.365844682513845
23,-74.83255886333612,-24.944186287778706,-73.08905895196912,6.151427476202079
24,-83.83663143429033,-27.945543811430113,-80.96453429154168,15.673263056573516
25,-88.19072574683689,-29.396908582278964,-93.71016397946434,25.684316324002943
26,-73.49847046836275,-24.49949015612092,-83.717531675527,33.40561981479992
