episode,total_reward,avg_agent_reward
92,-50.03867034803071,-16.679556782676904
93,-77.3938714322539,-25.797957144084634
94,-80.06020748450135,-26.686735828167116
95,-48.23407920544287,-16.078026401814288
96,-113.26570310674583,-37.755234368915275
97,-103.89602063713627,-34.63200687904543
98,-70.50465477258228,-23.50155159086076
99,-143.28373686139503,-47.76124562046501
100,-133.98219111705646,-44.660730372352155
101,-105.33772261038673,-35.112574203462245
102,-103.56474073499837,-34.521580244999456
103,-108.79421723847747,-36.26473907949249
104,-60.43674514863909,-20.14558171621303
105,-119.00757485533882,-39.66919161844627
106,-85.34220951107056,-28.447403170356854
107,-90.46642831816006,-30.155476106053353
108,-69.78071666055327,-23.260238886851088
109,-82.45791726810143,-27.485972422700474
110,-138.5411004169652,-46.18036680565507
111,-70.76382880276836,-23.58794293425612
112,-56.68347784310712,-18.89449261436904
113,-63.20753472199962,-21.06917824066654
114,-83.60551805026861,-27.868506016756204
115,-101.64858311574278,-33.88286103858093
116,-71.54444402221719,-23.84814800740573
117,-40.76942729535373,-13.589809098451243
118,-118.90509306453674,-39.63503102151225
119,-74.7567329542703,-24.918910984756767
120,-129.84357935592294,-43.28119311864098
121,-111.33602820319757,-37.112009401065855
122,-88.23494982530296,-29.411649941767653
123,-115.10032033974343,-38.36677344658114
124,-116.59243010266303,-38.86414336755434
125,-123.38105063595597,-41.12701687865199
126,-107.70695678275284,-35.90231892758428
127,-88.03211640415807,-29.344038801386024
128,-195.39737017480786,-65.13245672493595
129,-70.87248587058063,-23.62416195686021
130,-68.88340898784537,-22.96113632928179
131,-121.36652742586988,-40.455509141956625
132,-56.36824052648022,-18.78941350882674
133,-126.77787354829437,-42.25929118276479
134,-77.1412519527223,-25.713750650907432
135,-131.1177762371753,-43.705925412391764
136,-115.23746458765478,-38.412488195884926
137,-89.99638639357588,-29.99879546452529
138,-155.53060935169344,-51.84353645056448
139,-114.54589042583407,-38.181963475278025
140,-155.56076161111335,-51.85358720370445
141,-97.85949450695898,-32.61983150231966
142,-78.58646420449716,-26.19548806816572
143,-96.59626695093569,-32.198755650311895
144,-104.61698454899783,-34.872328182999276
145,-107.84439703075287,-35.94813234358429
146,-42.53512680373413,-14.17837560124471
147,-70.32674946625657,-23.442249822085525
148,-76.03847995362524,-25.346159984541746
149,-80.96168391715565,-26.987227972385217
150,-84.12275306534957,-28.040917688449856
151,-58.00503181716545,-19.335010605721816
152,-66.65564720323533,-22.218549067745112
153,-73.00888360909337,-24.33629453636446
154,-118.19052260843306,-39.396840869477685
155,-95.88220195983683,-31.96073398661228
156,-45.01109152764239,-15.003697175880797
157,-94.45925127332103,-31.48641709110701
158,-114.01280722439948,-38.00426907479983
159,-109.96192635522061,-36.6539754517402
160,-83.05927163188647,-27.686423877295493
161,-122.71666701973112,-40.905555673243704
162,-95.07955193552388,-31.69318397850796
163,-81.18785196246043,-27.06261732082014
164,-115.80499875405532,-38.60166625135177
165,-149.06536164840549,-49.68845388280183
166,-107.64770429254042,-35.88256809751348
167,-90.44609132524437,-30.14869710841479
168,-132.60709499387661,-44.202364997958874
169,-92.3157434417133,-30.7719144805711
170,-128.1804784135674,-42.7268261378558
171,-91.75550379683821,-30.585167932279404
172,-112.03448575813675,-37.34482858604559
173,-58.64960065589266,-19.549866885297554
174,-77.17714442823353,-25.725714809411176
175,-41.190485107370236,-13.730161702456746
176,-99.99776773074646,-33.332589243582156
177,-107.02448318321338,-35.67482772773779
178,-61.999575618624235,-20.666525206208078
179,-64.56034690291958,-21.520115634306524
180,-61.815116120144204,-20.605038706714733
181,-84.52137964950604,-28.173793216502016
182,-83.44974635483979,-27.81658211827993
183,-118.50308965338377,-39.50102988446125
184,-68.37847233090962,-22.792824110303204
185,-112.35178875494853,-37.45059625164951
186,-70.21531953852033,-23.40510651284011
187,-53.65360136538187,-17.884533788460622
188,-89.80065117144855,-29.93355039048285
189,-154.8346386844748,-51.61154622815827
190,-96.50105969957798,-32.167019899859326
191,-94.29551409435419,-31.431838031451395
192,-95.14431446593869,-31.71477148864623
193,-143.63348643793293,-47.87782881264431
194,-97.3142914127132,-32.43809713757107
195,-102.2490379045104,-34.0830126348368
196,-108.56984594331797,-36.18994864777266
197,-93.96222515739663,-31.32074171913221
198,-79.49453874976619,-26.498179583255396
199,-93.98105826477567,-31.32701942159189
200,-110.78633618342326,-36.92877872780775
201,-61.1557016523315,-20.3852338841105
202,-107.99767313552094,-35.99922437850698
203,-116.64940153856391,-38.88313384618797
204,-73.14919835494368,-24.38306611831456
205,-85.92802961168813,-28.642676537229377
206,-107.87590732214741,-35.958635774049135
207,-113.49041097862667,-37.83013699287556
208,-75.49272589161899,-25.164241963872996
209,-56.11072916176169,-18.703576387253896
210,-98.28697660236502,-32.76232553412167
211,-117.11413879792137,-39.03804626597379
212,-63.07947797326052,-21.026492657753508
213,-133.83444173302246,-44.61148057767415
214,-99.00967628001862,-33.00322542667288
215,-105.72004074450666,-35.24001358150222
216,-81.89260898030588,-27.297536326768626
217,-118.10870004332838,-39.36956668110946
218,-119.93295673419858,-39.97765224473286
219,-49.682698538932726,-16.560899512977574
220,-75.90097512640665,-25.30032504213555
221,-73.10881503574596,-24.369605011915322
222,-58.38327289943652,-19.46109096647884
223,-77.8923834810278,-25.964127827009268
224,-109.94499729625832,-36.64833243208611
225,-68.93624713377834,-22.978749044592778
226,-107.85831451184026,-35.95277150394676
227,-132.15565498098692,-44.051884993662306
228,-175.50662740740304,-58.50220913580102
229,-139.48869557891646,-46.49623185963882
230,-110.81468819857139,-36.9382293995238
231,-133.8512981887502,-44.61709939625007
232,-80.1076188830121,-26.7025396276707
233,-104.3883415730179,-34.79611385767263
234,-102.36819139730792,-34.12273046576931
235,-83.65415948976836,-27.884719829922787
236,-50.56065205715869,-16.853550685719565
237,-61.84472785532135,-20.614909285107117
238,-57.55378520742962,-19.184595069143207
239,-90.12071207962416,-30.04023735987472
240,-67.7790616757539,-22.59302055858463
241,-109.31443464770169,-36.43814488256723
242,-107.82012321301517,-35.940041071005055
243,-118.75608514490986,-39.585361714969956
244,-46.56854431472874,-15.52284810490958
245,-82.46246880405042,-27.487489601350138
246,-57.74724473457931,-19.249081578193103
247,-90.06984191346322,-30.023280637821074
248,-89.62084672215838,-29.873615574052792
249,-114.98586573837899,-38.328621912793
250,-108.22286614859954,-36.074288716199845
251,-69.46433607410736,-23.15477869136912
252,-54.38753060322228,-18.12917686774076
253,-74.85078916618981,-24.950263055396604
254,-75.41157074215918,-25.137190247386396
255,-80.58663806523833,-26.86221268841278
256,-89.83985298843454,-29.946617662811516
257,-60.436991664321184,-20.145663888107062
258,-83.0394117130673,-27.679803904355765
259,-69.77910681086038,-23.259702270286795
260,-84.9865278943428,-28.3288426314476
261,-81.41738997646769,-27.139129992155897
262,-71.88300724873729,-23.961002416245762
263,-119.1319955874377,-39.71066519581257
264,-108.99611175928166,-36.33203725309389
265,-131.22081501652013,-43.74027167217338
266,-57.81158030913453,-19.27052676971151
267,-94.1916250005305,-31.397208333510164
268,-95.12067617968023,-31.70689205989341
269,-129.48665506337622,-43.16221835445874
270,-87.46396617080634,-29.154655390268783
271,-98.62165281084464,-32.87388427028154
272,-75.71444609219286,-25.23814869739762
273,-87.66736298145631,-29.222454327152104
274,-94.57741958617984,-31.525806528726616
275,-69.81710281533957,-23.27236760511319
276,-67.7595311241646,-22.58651037472153
277,-111.08772399111686,-37.02924133037229
278,-101.33503020045035,-33.77834340015011
279,-107.80986806766785,-35.93662268922262
280,-103.94027539231573,-34.64675846410524
281,-105.50155463690879,-35.1671848789696
282,-138.1520545597129,-46.050684853237634
283,-75.60560473734668,-25.201868245782226
284,-78.67229433880962,-26.22409811293654
285,-77.97440059317681,-25.99146686439227
286,-49.35106435483242,-16.45035478494414
287,-129.06973199281592,-43.023243997605306
288,-91.00179448722855,-30.33393149574285
289,-70.2065875574801,-23.402195852493367
290,-87.20286142565453,-29.067620475218177
291,-74.60748311750179,-24.869161039167263
292,-63.26397370669758,-21.08799123556586
293,-97.10430040721872,-32.368100135739574
294,-109.52803477548078,-36.509344925160256
295,-93.90145285547612,-31.300484285158706
296,-93.3107752946276,-31.10359176487587
297,-85.94112023175796,-28.647040077252655
298,-121.86235942041509,-40.620786473471696
299,-86.54205175957323,-28.84735058652441
300,-137.0120478054917,-45.67068260183057
301,-102.82418285430359,-34.274727618101196
302,-64.48208592599728,-21.494028641999094
303,-118.20560625716337,-39.40186875238779
304,-63.1591050220861,-21.053035007362034
305,-90.9885256040134,-30.329508534671135
306,-85.03065908086094,-28.343553026953646
307,-65.82132948654177,-21.94044316218059
308,-89.88076473676644,-29.96025491225548
309,-64.5007860471536,-21.500262015717865
310,-65.1318637720268,-21.710621257342268
311,-85.0773327873217,-28.35911092910723
312,-64.48561703443963,-21.495205678146544
313,-51.324635552695526,-17.10821185089851
314,-133.28233466138033,-44.427444887126775
315,-72.98792232346426,-24.329307441154754
316,-116.20655790885539,-38.73551930295179
317,-91.24013781173842,-30.413379270579473
318,-66.5530545189543,-22.184351506318098
319,-196.477577390489,-65.49252579682967
320,-77.64537225659387,-25.881790752197958
321,-76.84996590656826,-25.616655302189418
322,-70.37537287768734,-23.45845762589578
323,-62.10123228342914,-20.700410761143047
324,-84.49880083913843,-28.166266946379476
325,-111.57950494940896,-37.19316831646965
326,-71.0007092661171,-23.6669030887057
327,-53.5072952097709,-17.835765069923635
328,-81.78989555503958,-27.263298518346527
329,-64.24868240022191,-21.416227466740636
330,-108.33335875940702,-36.11111958646901
331,-74.09446001918162,-24.69815333972721
332,-107.23807595755515,-35.74602531918505
333,-50.51042332571113,-16.836807775237045
334,-92.03669858789169,-30.67889952929723
335,-90.51898328387904,-30.17299442795968
336,-100.80405261949954,-33.60135087316652
337,-108.78742123186235,-36.26247374395412
338,-57.162397937670306,-19.054132645890103
339,-106.73854035796694,-35.57951345265565
340,-158.76700142128658,-52.92233380709553
341,-116.60567403209664,-38.868558010698884
342,-85.36590272745912,-28.45530090915304
343,-79.27362693022778,-26.424542310075925
344,-122.23350493686874,-40.74450164562291
345,-101.18818697968001,-33.729395659893335
346,-96.9664427133828,-32.3221475711276
347,-106.36467998564774,-35.45489332854925
348,-53.37122976496045,-17.79040992165348
349,-110.07438870201634,-36.691462900672114
350,-109.33694464700403,-36.44564821566801
351,-146.0538454241236,-48.684615141374536
352,-59.78483575342041,-19.92827858447347
353,-25.169679082992886,-8.389893027664295
354,-89.22856703634335,-29.742855678781115
355,-55.25240511681657,-18.41746837227219
356,-80.42669707218333,-26.80889902406111
357,-54.944855598592916,-18.31495186619764
358,-73.35923734551594,-24.453079115171978
359,-38.598980682531106,-12.866326894177035
360,-66.22400308870773,-22.07466769623591
361,-62.81555148540413,-20.938517161801375
362,-81.46909214421123,-27.15636404807041
363,-67.04302115962543,-22.347673719875143
364,-48.69494080523792,-16.231646935079308
365,-65.5330131661263,-21.8443377220421
366,-77.16474005685947,-25.72158001895316
367,-118.75329143480086,-39.58443047826695
368,-75.27664857927303,-25.09221619309101
369,-43.50045492990558,-14.50015164330186
370,-83.00767661629962,-27.66922553876654
371,-157.39115352716527,-52.46371784238843
372,-28.16864989868023,-9.389549966226744
373,-98.97828591002691,-32.99276197000897
374,-75.30143353683808,-25.10047784561269
375,-91.53247658652951,-30.51082552884317
376,-68.59353986924475,-22.86451328974825
377,-110.57333525725448,-36.85777841908483
378,-47.131205537960305,-15.710401845986768
379,-68.64528864535639,-22.881762881785463
380,-87.94658442257592,-29.315528140858643
381,-40.304576390602726,-13.434858796867575
382,-78.71016072230319,-26.236720240767728
383,-39.33910335019118,-13.113034450063727
384,-84.51962995258766,-28.17320998419589
385,-73.28184720346027,-24.427282401153423
386,-79.48308577244941,-26.494361924149803
387,-65.6944622701701,-21.898154090056703
388,-97.80103936446417,-32.60034645482139
389,-66.05841483524719,-22.019471611749065
390,-92.55876890129437,-30.852922967098124
391,-68.1441403546928,-22.714713451564265
392,-65.95811082313517,-21.986036941045057
393,-98.4523884357464,-32.81746281191547
394,-102.61099840493986,-34.203666134979954
395,-61.94773671029262,-20.649245570097538
396,-78.4156505894411,-26.138550196480367
397,-81.69469918823728,-27.231566396079092
398,-48.674230512770166,-16.224743504256722
399,-90.40792942445648,-30.13597647481883
400,-105.48929997874885,-35.16309999291628
401,-95.28967228822964,-31.763224096076545
402,-111.89976189823702,-37.299920632745675
403,-80.2356213429061,-26.745207114302033
404,-45.67480240690977,-15.22493413563659
405,-78.73760663296034,-26.245868877653447
406,-78.32766238234593,-26.109220794115313
407,-59.192373433709534,-19.730791144569846
408,-144.7862766361231,-48.26209221204103
409,-75.04176464021467,-25.01392154673822
410,-65.8290589269098,-21.943019642303266
411,-52.71384232499929,-17.571280774999764
412,-50.51894175867072,-16.83964725289024
413,-41.297606788038735,-13.765868929346246
414,-59.16972583882247,-19.723241946274157
415,-137.73256598343193,-45.910855327810644
416,-82.6776088478964,-27.559202949298797
417,-79.75264384983979,-26.584214616613263
418,-87.44406393297692,-29.148021310992306
419,-72.87924104070369,-24.29308034690123
420,-94.01509556941008,-31.33836518980336
421,-58.87338870567398,-19.624462901891327
422,-46.7664296183996,-15.588809872799866
423,-82.40808977923953,-27.469363259746512
424,-109.45378178672563,-36.484593928908545
425,-136.44640471518517,-45.48213490506172
426,-75.97681892012912,-25.325606306709705
427,-49.003392078991,-16.334464026330334
428,-78.8271524086233,-26.275717469541103
429,-102.82061784345197,-34.273539281150654
430,-71.31581086990153,-23.77193695663384
431,-99.37721337692486,-33.125737792308286
432,-46.791483666818635,-15.597161222272879
433,-67.4484275470522,-22.482809182350735
434,-63.53275398928222,-21.177584663094073
435,-70.55695002425661,-23.51898334141887
436,-87.26449421782615,-29.088164739275385
437,-69.81244259484193,-23.270814198280643
438,-129.5599973533663,-43.186665784455435
439,-88.88908841857923,-29.629696139526413
440,-44.25779596161797,-14.752598653872658
441,-56.25926859554045,-18.753089531846815
442,-140.08970299826527,-46.69656766608842
443,-78.51272215879469,-26.170907386264897
444,-147.9501073188402,-49.3167024396134
445,-131.63316610727912,-43.87772203575971
446,-82.98838401460075,-27.662794671533586
447,-38.39550859535845,-12.798502865119483
448,-100.2574562685003,-33.4191520895001
449,-83.70698104531436,-27.902327015104788
450,-42.45830278699484,-14.152767595664947
451,-75.685482669175,-25.228494223058334
452,-54.57542713800842,-18.191809046002806
453,-104.07850382326336,-34.692834607754456
454,-70.21366731743672,-23.404555772478904
455,-88.28509160331146,-29.428363867770486
456,-94.98222152999155,-31.660740509997183
457,-53.60669569453254,-17.86889856484418
458,-96.08799509095499,-32.029331696985
459,-87.6609190035349,-29.220306334511633
460,-70.97658277276018,-23.658860924253393
461,-42.96918946045179,-14.323063153483929
462,-85.08801307714396,-28.36267102571465
463,-102.55726429981218,-34.185754766604056
464,-50.96444270673129,-16.98814756891043
465,-63.67026369400719,-21.22342123133573
466,-56.04985977343965,-18.68328659114655
467,-76.06628233079587,-25.355427443598625
468,-60.997767217433875,-20.33258907247796
469,-87.77535107745386,-29.258450359151286
470,-55.38082452838792,-18.46027484279597
471,-51.54494476818362,-17.181648256061205
472,-97.07261523780087,-32.35753841260029
473,-56.08878464661614,-18.696261548872048
474,-90.14787842638411,-30.049292808794704
475,-61.38226245762635,-20.460754152542115
476,-101.9565529481802,-33.9855176493934
477,-97.83520255926527,-32.61173418642176
478,-54.81993547734602,-18.273311825782006
479,-73.15961245527572,-24.386537485091907
480,-52.70493999590593,-17.568313331968643
481,-79.15584042842372,-26.385280142807904
482,-67.11341179031898,-22.37113726343966
483,-87.40162366106512,-29.133874553688372
484,-101.38426103500254,-33.79475367833418
485,-74.18862125458023,-24.72954041819341
486,-58.80631886738867,-19.602106289129555
487,-75.10780039121772,-25.03593346373924
488,-46.57278004970188,-15.524260016567295
489,-52.03019568623107,-17.343398562077024
490,-129.20802717562978,-43.069342391876596
491,-35.49203443298697,-11.83067814432899
492,-81.48281989407062,-27.160939964690204
493,-84.73056682639029,-28.24352227546343
494,-59.36154684534951,-19.78718228178317
495,-94.1176829452284,-31.372560981742797
496,-76.2098661438356,-25.403288714611865
497,-121.50530106392911,-40.5017670213097
498,-86.98565457341958,-28.99521819113986
499,-59.31993739803288,-19.77331246601096
500,-82.01238365423032,-27.337461218076772
501,-75.7986617833907,-25.266220594463565
502,-69.04333271423522,-23.014444238078408
503,-77.6386562431845,-25.8795520810615
504,-63.05243949404078,-21.01747983134693
505,-90.78058960386565,-30.260196534621883
506,-121.35195491361006,-40.45065163787002
507,-59.583449878264275,-19.861149959421425
508,-91.66040707317642,-30.55346902439214
509,-59.29554574768729,-19.765181915895763
510,-93.27526358635635,-31.091754528785447
511,-58.94124149399506,-19.647080497998353
512,-83.78560999267833,-27.92853666422611
513,-66.72031379027675,-22.240104596758915
514,-92.5198079318562,-30.839935977285403
515,-80.05346991088742,-26.684489970295804
516,-50.08373933027892,-16.69457977675964
517,-49.555445393849936,-16.518481797949978
518,-107.50954692759227,-35.836515642530756
519,-78.79898860243368,-26.26632953414456
520,-73.23383893860561,-24.411279646201873
521,-80.36654382273419,-26.788847940911396
522,-78.51746978001245,-26.172489926670817
523,-85.53956418002056,-28.513188060006854
524,-75.4833704420912,-25.161123480697068
525,-44.85612610475856,-14.95204203491952
526,-102.18195335476878,-34.06065111825626
527,-63.25348310618418,-21.08449436872806
528,-74.04581269577078,-24.681937565256927
529,-55.634366896570555,-18.54478896552352
530,-66.6820316213345,-22.227343873778167
531,-66.08660349714773,-22.028867832382577
532,-66.87026448275408,-22.290088160918028
533,-67.549818196205,-22.516606065401664
534,-76.59071154672446,-25.53023718224149
535,-50.22717866000622,-16.74239288666874
536,-85.66773144102012,-28.555910480340042
537,-106.56497662111596,-35.52165887370532
538,-100.66390906682979,-33.55463635560993
539,-55.44933987257194,-18.483113290857315
540,-124.76002585981233,-41.58667528660411
541,-85.90365769986745,-28.634552566622485
542,-55.925809148998894,-18.64193638299963
543,-90.77683064437142,-30.258943548123806
544,-95.35633646297381,-31.785445487657938
545,-90.2638208165749,-30.087940272191634
546,-60.301042405287134,-20.100347468429046
547,-106.7571606376144,-35.585720212538135
548,-94.160433935031,-31.386811311676997
549,-73.18833927642699,-24.39611309214233
550,-72.50305604029109,-24.167685346763694
551,-77.41803984015604,-25.806013280052014
552,-126.47411469381056,-42.15803823127019
553,-61.029217610517456,-20.343072536839152
554,-71.22322024070647,-23.741073413568824
555,-76.73110834423005,-25.57703611474335
556,-97.71127706709416,-32.57042568903139
557,-83.17362631348493,-27.724542104494976
558,-69.562634538504,-23.187544846168
559,-52.544651096541244,-17.514883698847083
560,-95.24200259818224,-31.74733419939408
561,-71.16618510836548,-23.722061702788494
562,-152.44640965124918,-50.81546988374973
563,-119.17807147665039,-39.72602382555013
564,-67.7062944299506,-22.568764809983534
565,-126.7916805017587,-42.263893500586235
566,-78.27853416006792,-26.09284472002264
567,-69.14942854173175,-23.049809513910585
568,-77.23987148553171,-25.746623828510568
569,-77.59219563543878,-25.864065211812928
570,-67.6834914079091,-22.56116380263637
571,-74.35114870503828,-24.78371623501276
572,-78.14496621806455,-26.048322072688183
573,-71.98119975138366,-23.99373325046122
574,-106.42608868896073,-35.47536289632024
575,-40.84143914566193,-13.613813048553977
576,-83.86856561692609,-27.956188538975365
577,-114.56082468326557,-38.186941561088524
578,-86.49412785559092,-28.831375951863638
579,-101.54468500334482,-33.84822833444827
580,-110.5145876960184,-36.8381958986728
581,-111.66552353631775,-37.221841178772586
582,-102.25949562057863,-34.08649854019288
583,-75.56583128187823,-25.188610427292744
584,-72.17338591760829,-24.05779530586943
585,-72.62324952998765,-24.207749843329214
586,-70.19458754334516,-23.39819584778172
587,-47.92926618592639,-15.976422061975462
588,-112.230707689697,-37.410235896565666
589,-63.35506876265611,-21.118356254218703
590,-92.49028660543487,-30.83009553514496
591,-101.49001821016361,-33.83000607005454
592,-95.27640750540127,-31.75880250180042
593,-101.15980412334727,-33.71993470778242
594,-42.75501330386046,-14.251671101286819
595,-131.9316265723545,-43.9772088574515
596,-118.82737649949027,-39.60912549983009
597,-46.57345558860902,-15.524485196203008
598,-74.66895434482076,-24.889651448273586
599,-75.57891420786915,-25.192971402623048
600,-86.35401154035107,-28.784670513450354
601,-83.37637653808282,-27.792125512694273
602,-75.76540532254855,-25.255135107516182
603,-59.490353850199995,-19.830117950066665
604,-58.43088383338734,-19.47696127779578
605,-62.3989238571136,-20.799641285704535
606,-81.09793725988244,-27.032645753294148
607,-109.4155108443939,-36.471836948131305
608,-66.17805592755211,-22.059351975850703
609,-107.02641689015093,-35.675472296716976
610,-108.4371983700166,-36.14573279000553
611,-90.22050454407594,-30.07350151469198
612,-49.427263264965276,-16.475754421655093
613,-67.02487166212244,-22.341623887374144
614,-75.82060869906991,-25.273536233023304
615,-77.90489812168828,-25.96829937389609
616,-82.65281885099836,-27.550939616999454
617,-90.55878889077081,-30.18626296359027
618,-101.53122563816379,-33.84374187938793
619,-146.41668162556263,-48.80556054185421
620,-67.08263247218255,-22.360877490727518
621,-102.55510290689384,-34.18503430229794
622,-55.18059120020732,-18.393530400069107
623,-96.0508909572042,-32.0169636524014
624,-106.55363601853117,-35.51787867284372
625,-89.36674421477568,-29.78891473825856
626,-77.34240553401757,-25.780801844672524
627,-102.29116134699947,-34.097053782333155
628,-61.2693345095894,-20.423111503196466
629,-80.04586451494464,-26.68195483831488
630,-82.0794236107265,-27.359807870242165
631,-63.93537911572742,-21.311793038575807
632,-59.65309910170306,-19.884366367234353
633,-105.53066570219036,-35.17688856739679
634,-106.05197910577569,-35.35065970192523
635,-63.57328994854156,-21.191096649513852
636,-129.56925040430255,-43.189750134767515
637,-68.77558553074007,-22.92519517691336
638,-104.61890099259617,-34.87296699753205
639,-64.13829728941616,-21.379432429805387
640,-34.55808954867314,-11.519363182891047
641,-99.5704982171739,-33.1901660723913
642,-104.3377626408942,-34.7792542136314
643,-79.87065743367477,-26.62355247789159
644,-67.23232851886144,-22.410776172953813
645,-95.40211310430315,-31.80070436810105
646,-54.565148850126654,-18.188382950042218
647,-100.7639378856924,-33.5879792952308
648,-83.24209616058782,-27.747365386862608
649,-73.56291099632499,-24.52097033210833
650,-45.07877861278218,-15.02625953759406
651,-139.89880891043913,-46.63293630347971
652,-68.99971255327347,-22.99990418442449
653,-84.71862287671638,-28.23954095890546
654,-76.88848963186524,-25.62949654395508
655,-54.59439567881783,-18.198131892939276
656,-62.62780220511162,-20.87593406837054
657,-58.58003924673329,-19.526679748911096
658,-71.46938525194575,-23.82312841731525
659,-92.51130826475233,-30.837102754917442
660,-56.45620907814042,-18.81873635938014
661,-98.27880579317578,-32.75960193105859
662,-71.70226724405991,-23.90075574801997
663,-50.22575299295575,-16.74191766431858
664,-106.58822445120097,-35.52940815040032
665,-61.422081859864285,-20.47402728662143
666,-69.76843708602281,-23.256145695340937
667,-94.49264145153991,-31.497547150513302
668,-124.35974959574008,-41.4532498652467
669,-60.13017734403962,-20.043392448013208
670,-85.32700175965856,-28.442333919886185
671,-39.99497544302989,-13.331658481009962
672,-64.18120091152021,-21.3937336371734
673,-132.9051527189085,-44.3017175729695
674,-84.4815818477134,-28.160527282571135
675,-68.87258293078101,-22.957527643593668
676,-63.703347867130034,-21.234449289043344
677,-94.49332995664984,-31.497776652216615
678,-82.86164637240248,-27.620548790800825
679,-93.75453923393711,-31.251513077979038
680,-80.57519381573825,-26.858397938579415
681,-111.11564255331484,-37.03854751777161
682,-89.10171064287397,-29.70057021429132
683,-65.18910076048441,-21.7297002534948
684,-79.5200321338593,-26.5066773779531
685,-132.47943544489345,-44.159811814964485
686,-88.29060313986156,-29.43020104662052
687,-94.98483083887857,-31.66161027962619
688,-57.00770802670824,-19.00256934223608
689,-59.139830020413356,-19.713276673471118
690,-55.55010111045055,-18.516700370150183
691,-77.44951384897442,-25.816504616324806
692,-67.1581194175632,-22.3860398058544
693,-61.89046209169513,-20.63015403056504
694,-86.01130616377675,-28.670435387925583
695,-85.98948723755247,-28.66316241251749
696,-53.213214388080175,-17.737738129360057
697,-82.64269529821453,-27.547565099404846
698,-48.81804986869557,-16.27268328956519
