episode,total_reward,avg_agent_reward
51,-49.36945815989647,-16.45648605329882
52,-97.83105919604779,-32.610353065349265
53,-67.0286486249581,-22.34288287498603
54,-67.133307073394,-22.377769024464666
55,-41.023595386388834,-13.674531795462945
56,-69.89446674279861,-23.29815558093287
57,-75.78196367176808,-25.26065455725603
58,-80.36528979957902,-26.788429933193004
59,-56.35674040074087,-18.78558013358029
60,-69.7157309570765,-23.238576985692166
61,-84.4468117883466,-28.148937262782198
62,-47.62063223110367,-15.873544077034557
63,-44.25212729947323,-14.75070909982441
64,-43.79959044480388,-14.599863481601295
65,-104.43668277047416,-34.81222759015805
66,-97.22427432962566,-32.408091443208555
67,-56.4824932419379,-18.827497747312634
68,-60.60957702246734,-20.203192340822447
69,-71.86560016571332,-23.95520005523777
70,-62.422190248338104,-20.807396749446035
71,-67.4122191610466,-22.470739720348863
72,-100.22893444286532,-33.40964481428844
73,-74.98593466047276,-24.99531155349092
74,-55.52246859149637,-18.50748953049879
75,-69.7143388590861,-23.2381129530287
76,-62.810575741373576,-20.93685858045786
77,-91.81521398965486,-30.605071329884954
78,-86.50496934862161,-28.834989782873873
79,-79.63134231423913,-26.543780771413044
80,-100.84596637977303,-33.61532212659101
81,-126.80534640058399,-42.26844880019466
82,-86.78637573875815,-28.928791912919383
83,-126.05205113833033,-42.01735037944344
84,-111.76920928783932,-37.25640309594644
85,-129.1191456826622,-43.03971522755407
86,-100.22592440905566,-33.40864146968522
87,-111.38613991506608,-37.128713305022025
88,-76.64425572075402,-25.54808524025134
89,-130.88288046868007,-43.627626822893355
90,-115.36840155177401,-38.456133850591335
91,-168.81644792327518,-56.27214930775839
92,-143.38634884983045,-47.79544961661015
93,-98.46236458035719,-32.820788193452394
94,-199.89314947420888,-66.6310498247363
95,-115.07046280907102,-38.356820936357
96,-149.44199618293413,-49.81399872764471
97,-144.00702391278514,-48.00234130426171
98,-229.2400117361559,-76.4133372453853
99,-143.0584354344628,-47.686145144820934
100,-136.55880194741408,-45.51960064913803
101,-154.54557672388077,-51.51519224129359
102,-121.19690036661564,-40.39896678887188
103,-146.4748572624404,-48.82495242081347
104,-90.01013239184668,-30.003377463948894
105,-145.62652377410407,-48.542174591368024
106,-137.58801742303524,-45.86267247434508
107,-64.33253879580136,-21.444179598600453
108,-88.61390327480959,-29.53796775826986
109,-94.95833220400567,-31.652777401335225
110,-158.55743435160045,-52.85247811720015
111,-153.93191729751663,-51.310639099172214
112,-116.91813139794102,-38.97271046598034
113,-134.98071119944302,-44.99357039981434
114,-112.31680536782089,-37.43893512260696
115,-122.75343270830533,-40.917810902768444
116,-54.03422641505776,-18.011408805019254
117,-162.1250116838657,-54.04167056128856
118,-126.32446917394587,-42.10815639131529
119,-85.55899744035705,-28.51966581345235
120,-169.22815088167047,-56.40938362722349
121,-194.64902008432858,-64.8830066947762
122,-162.5741293790128,-54.19137645967093
123,-130.58049875060803,-43.526832916869346
124,-140.04065042433845,-46.68021680811282
125,-77.9251403177382,-25.9750467725794
126,-152.2851682519809,-50.761722750660304
127,-199.28280591728893,-66.42760197242964
128,-251.52811995002676,-83.84270665000892
129,-104.66270278773052,-34.88756759591018
130,-147.7503253804756,-49.250108460158536
131,-68.39911367431382,-22.799704558104608
132,-123.82780025691156,-41.27593341897052
133,-90.37807279997415,-30.12602426665805
134,-92.24227522784821,-30.747425075949405
135,-56.20130185088527,-18.733767283628424
136,-77.14396095826619,-25.7146536527554
137,-128.33292265930794,-42.77764088643598
138,-129.12253744808248,-43.04084581602749
139,-156.56487887476902,-52.18829295825634
140,-102.38290423535909,-34.1276347451197
141,-122.43354567081718,-40.811181890272394
142,-183.92757004047644,-61.30919001349215
143,-99.19718156094083,-33.065727186980276
144,-84.34283918864314,-28.114279729547714
145,-106.53641175576604,-35.51213725192201
146,-137.65439093436999,-45.884796978123326
147,-143.81375942989905,-47.93791980996635
148,-119.74207310720902,-39.91402436906967
149,-67.40735361708504,-22.46911787236168
150,-100.7414873309338,-33.58049577697793
151,-88.91723125608362,-29.639077085361208
152,-94.39311364772706,-31.464371215909022
153,-74.01520480432993,-24.67173493477664
154,-111.84959434219049,-37.283198114063495
155,-112.9186196900795,-37.639539896693165
156,-127.57863988217474,-42.526213294058245
157,-94.32355054238798,-31.441183514129325
158,-138.94734823952908,-46.31578274650969
159,-76.71066448720634,-25.57022149573545
160,-82.90299822120858,-27.634332740402858
161,-149.97325516155513,-49.99108505385171
162,-91.61256329385226,-30.537521097950755
163,-206.65084012315123,-68.88361337438374
164,-152.34719211781555,-50.78239737260518
165,-83.22695684153942,-27.742318947179808
166,-120.61890269055911,-40.20630089685304
167,-65.74374138479811,-21.91458046159937
168,-140.28432627015113,-46.76144209005037
169,-82.41303343434491,-27.471011144781638
170,-126.02551182499766,-42.008503941665886
171,-80.93568436252401,-26.97856145417467
172,-63.410624044351124,-21.136874681450376
173,-94.72646819463358,-31.575489398211193
174,-132.10895897433116,-44.036319658110386
175,-77.99881582264592,-25.99960527421531
176,-69.42134629242746,-23.140448764142487
177,-96.03477700747943,-32.01159233582648
178,-67.14992679814448,-22.383308932714826
179,-92.01147808111907,-30.670492693706354
180,-121.59718613805468,-40.53239537935156
181,-81.71410072696219,-27.23803357565406
182,-98.14206925723202,-32.71402308574401
183,-116.90380673600133,-38.96793557866711
184,-84.6976475659418,-28.23254918864727
185,-114.3923644315773,-38.1307881438591
186,-132.70948219372582,-44.236494064575275
187,-136.7016215013027,-45.5672071671009
188,-75.5349673180612,-25.178322439353735
189,-86.67940770983915,-28.893135903279717
190,-209.17316116920148,-69.72438705640049
191,-134.785070025476,-44.92835667515866
192,-60.96794009286181,-20.322646697620602
193,-151.94141340852815,-50.647137802842714
194,-33.26133591224203,-11.087111970747344
195,-111.24237188053291,-37.080790626844305
196,-150.1001626238729,-50.03338754129097
197,-117.79642421493725,-39.26547473831241
198,-105.07141970016141,-35.023806566720474
199,-42.993376507387964,-14.331125502462655
200,-79.42239837286287,-26.47413279095429
201,-122.68276923081211,-40.89425641027071
202,-69.65453214303923,-23.218177381013078
203,-114.07587287183296,-38.025290957277655
204,-140.01292363156875,-46.67097454385625
205,-106.08911760805208,-35.36303920268403
206,-86.37880328375066,-28.792934427916887
207,-150.06058046903053,-50.02019348967684
208,-84.0745943427166,-28.02486478090553
209,-80.83255732110226,-26.944185773700752
210,-115.97390831316281,-38.657969437720936
211,-179.71897500939212,-59.90632500313071
212,-139.39255818568475,-46.464186061894914
213,-149.41479431792075,-49.80493143930692
214,-91.85045338338927,-30.61681779446309
215,-59.84817649221878,-19.94939216407293
216,-87.09086647154686,-29.030288823848952
217,-58.900833485369965,-19.63361116178999
218,-78.28387025373047,-26.094623417910157
219,-87.30709466226085,-29.102364887420283
220,-167.58548181765502,-55.86182727255167
221,-174.35897060381046,-58.11965686793682
222,-79.6215534888079,-26.540517829602635
223,-113.46929142536246,-37.823097141787485
224,-104.19706587970207,-34.73235529323402
225,-244.09075778292706,-81.36358592764235
226,-113.83293876514233,-37.94431292171411
227,-71.6023874391228,-23.867462479707598
228,-133.60916259257587,-44.536387530858626
229,-95.45324158755548,-31.817747195851826
230,-120.45699158039636,-40.152330526798785
231,-152.62176438364273,-50.873921461214245
232,-233.07412090345014,-77.69137363448338
233,-62.67227215420756,-20.890757384735853
234,-95.22122875181455,-31.740409583938185
235,-145.78864913826322,-48.59621637942107
236,-73.53443208319116,-24.511477361063722
237,-183.51752903025533,-61.17250967675178
238,-132.74749460168292,-44.24916486722764
239,-206.26756663402819,-68.75585554467607
240,-137.70714428199256,-45.90238142733085
241,-128.0047049673369,-42.6682349891123
242,-202.3271186635828,-67.44237288786094
243,-117.76134514635643,-39.25378171545214
244,-140.21823658158195,-46.73941219386065
245,-221.0776849786513,-73.69256165955044
246,-89.39332705727288,-29.797775685757628
247,-148.63629985828223,-49.545433286094074
248,-248.56252557067856,-82.85417519022619
249,-205.08944885000489,-68.3631496166683
250,-66.12230936495133,-22.04076978831711
251,-222.9484627609743,-74.3161542536581
252,-193.9298274883422,-64.6432758294474
253,-132.2156731152724,-44.071891038424134
254,-198.70169657178025,-66.23389885726009
255,-180.90939435544072,-60.30313145181358
256,-149.9681012150843,-49.989367071694765
257,-124.0355334703434,-41.3451778234478
258,-120.53499619399136,-40.178332064663785
259,-140.53757920180888,-46.845859733936294
260,-150.1987480313353,-50.06624934377843
261,-163.34158231042912,-54.44719410347637
262,-162.3150649216979,-54.10502164056597
263,-158.56606888882393,-52.85535629627464
264,-235.91944643356192,-78.63981547785397
265,-182.3456471890031,-60.78188239633437
266,-172.44332963708325,-57.48110987902775
267,-239.40551984367698,-79.80183994789233
268,-136.64409936259415,-45.548033120864716
269,-93.17139648438348,-31.05713216146116
270,-214.60081116391572,-71.53360372130524
271,-217.02861664808873,-72.34287221602958
272,-135.22087750366666,-45.07362583455555
273,-136.74849411381203,-45.58283137127068
274,-184.1436650869752,-61.381221695658404
275,-164.85347997150927,-54.95115999050309
276,-144.38781840020562,-48.12927280006854
277,-192.42904257225698,-64.14301419075233
278,-148.62834866134438,-49.54278288711479
279,-155.14456419365413,-51.71485473121805
280,-155.77692667103685,-51.92564222367895
281,-197.4881696521814,-65.82938988406046
282,-168.53842666869747,-56.17947555623249
283,-137.1349528266444,-45.711650942214796
284,-199.81357606154296,-66.60452535384765
285,-213.90086966772182,-71.3002898892406
286,-163.58426795810345,-54.528089319367815
287,-107.71361452047708,-35.90453817349236
288,-231.9042973632956,-77.30143245443186
289,-188.33026306656018,-62.77675435552006
290,-86.96181753067229,-28.9872725102241
291,-139.1909890462382,-46.396996348746065
292,-127.21138715404078,-42.40379571801359
293,-140.98202233529688,-46.99400744509896
294,-147.6444471393173,-49.214815713105764
295,-151.38210810803824,-50.46070270267941
296,-120.98517881547139,-40.32839293849046
297,-223.23157656797022,-74.41052552265674
298,-90.83668748499863,-30.278895828332878
299,-169.0936790912951,-56.364559697098365
300,-100.61160372380874,-33.53720124126958
301,-117.60242425428669,-39.20080808476223
302,-189.62506744003952,-63.20835581334651
303,-203.43935921237312,-67.81311973745771
304,-201.97155628222015,-67.32385209407339
305,-190.24156323190493,-63.413854410634976
306,-161.4259899238029,-53.808663307934296
307,-231.08909540165286,-77.02969846721761
308,-137.12068018089832,-45.706893393632775
309,-166.11200003768738,-55.370666679229124
310,-162.6195632125143,-54.2065210708381
311,-163.7964290146217,-54.59880967154057
312,-127.28992373993924,-42.42997457997975
313,-186.55419363783443,-62.184731212611474
314,-157.75768328599844,-52.585894428666144
315,-175.03953157990452,-58.34651052663484
316,-155.26192972173243,-51.75397657391081
317,-316.7971787424759,-105.59905958082531
318,-144.44758736614907,-48.149195788716355
319,-174.5413786305188,-58.18045954350627
320,-124.35200970399458,-41.45066990133153
321,-181.66963212194005,-60.556544040646685
322,-152.4671456947013,-50.822381898233765
323,-131.22449097745644,-43.74149699248548
324,-158.5059543215225,-52.83531810717417
325,-145.6220097986563,-48.540669932885436
326,-103.13898549294555,-34.37966183098185
327,-161.9110507992006,-53.9703502664002
328,-192.4184517694565,-64.13948392315217
329,-144.27302859013653,-48.09100953004551
330,-229.59170545565593,-76.53056848521864
331,-172.56270975690944,-57.52090325230315
332,-107.56599158172318,-35.85533052724106
333,-189.39817481773264,-63.13272493924421
334,-184.034480272493,-61.344826757497664
335,-310.6426307176364,-103.54754357254546
336,-135.8124850921399,-45.27082836404663
337,-177.424937611702,-59.14164587056734
338,-112.8354566326717,-37.61181887755723
339,-172.3356552642568,-57.44521842141893
340,-206.6953301623593,-68.8984433874531
341,-136.52517564029438,-45.508391880098124
342,-200.45981348448305,-66.81993782816102
343,-177.73795027436094,-59.24598342478698
344,-169.45561366141555,-56.48520455380518
345,-204.56820665721892,-68.18940221907297
346,-166.39164812928814,-55.463882709762714
347,-140.04079991708213,-46.68026663902737
348,-193.2160611100898,-64.40535370336328
349,-110.5015611957819,-36.8338537319273
350,-180.10145139785408,-60.033817132618026
351,-202.40773390444323,-67.46924463481442
352,-134.1882049764211,-44.729401658807035
353,-127.93936142735521,-42.646453809118405
354,-178.73789706101616,-59.579299020338716
355,-163.8552601597699,-54.618420053256635
356,-148.28507326549388,-49.428357755164626
357,-167.3415866754121,-55.78052889180403
358,-137.5418002427222,-45.84726674757406
359,-266.6232532337798,-88.87441774459326
360,-134.7831788088516,-44.9277262696172
361,-180.5504663118527,-60.183488770617565
362,-123.41353540545055,-41.13784513515018
363,-186.33190023566536,-62.11063341188845
364,-177.55201508562286,-59.18400502854095
365,-140.71381301479244,-46.90460433826414
366,-145.0837070297785,-48.361235676592834
367,-133.06892763305345,-44.356309211017816
368,-119.40866271030356,-39.802887570101184
369,-135.14527200478517,-45.04842400159506
370,-91.68680067917691,-30.562266893058972
371,-196.60440594830362,-65.53480198276787
372,-154.10216555860583,-51.367388519535275
373,-135.399710959183,-45.13323698639434
374,-160.76361575436187,-53.58787191812062
375,-161.95009226320735,-53.98336408773579
376,-249.23913892529995,-83.07971297509998
377,-56.80955876736356,-18.936519589121186
378,-118.73207514116083,-39.57735838038695
379,-114.99120213052389,-38.33040071017463
380,-113.69675904515094,-37.89891968171698
381,-112.01948361959602,-37.33982787319867
382,-119.27339819381214,-39.75779939793738
383,-123.65552385322513,-41.21850795107505
384,-82.7008519875585,-27.5669506625195
385,-55.94263847280294,-18.64754615760098
386,-81.11802743907035,-27.039342479690117
387,-101.26696291010266,-33.75565430336756
388,-79.3198897161119,-26.439963238703967
389,-69.52144021787731,-23.173813405959105
390,-103.98220679893882,-34.66073559964627
391,-128.7352743620545,-42.91175812068483
392,-50.472632429994306,-16.824210809998103
393,-106.46175710917964,-35.48725236972655
394,-94.03827482111367,-31.34609160703789
395,-42.81388218596728,-14.271294061989094
396,-71.05973316872294,-23.686577722907646
397,-123.24802991342587,-41.082676637808625
398,-124.04971607592205,-41.34990535864068
399,-64.65877218551621,-21.552924061838738
400,-73.74888151021122,-24.58296050340374
401,-106.60675786783355,-35.53558595594452
402,-98.23386807940469,-32.74462269313489
403,-138.62280385775142,-46.20760128591714
404,-140.54568088585427,-46.848560295284756
405,-132.70179661449572,-44.23393220483191
406,-107.5560379638446,-35.85201265461487
407,-106.42958878571122,-35.476529595237075
408,-71.04474952797558,-23.68158317599186
409,-71.50886554298859,-23.836288514329528
410,-93.66562245405831,-31.221874151352768
411,-84.89670568603977,-28.29890189534659
412,-89.81905985792096,-29.939686619306986
413,-59.72526215969564,-19.908420719898547
414,-146.48660624548228,-48.828868748494095
415,-72.69940895239024,-24.233136317463416
416,-53.80718450371896,-17.93572816790632
417,-106.79408861351678,-35.598029537838926
418,-86.66180539033539,-28.887268463445128
419,-100.51908976703797,-33.506363255679325
420,-63.86929487591598,-21.28976495863866
421,-100.35454674368727,-33.45151558122909
422,-130.4736894643828,-43.491229821460934
423,-65.60735651585301,-21.86911883861767
424,-101.15062167128806,-33.716873890429355
425,-140.82973156275668,-46.94324385425222
426,-115.77951077266482,-38.59317025755494
427,-128.32982336013737,-42.776607786712454
428,-201.3109491103641,-67.1036497034547
429,-78.52831946340721,-26.176106487802404
430,-86.46487837967902,-28.821626126559675
431,-102.21290234712842,-34.070967449042804
432,-47.36053379559643,-15.786844598532143
433,-157.49633428095962,-52.49877809365321
434,-171.51849399687526,-57.17283133229176
435,-108.272080839565,-36.090693613188336
436,-84.33213503861722,-28.110711679539076
437,-115.28996660321026,-38.42998886773675
438,-152.93491571849836,-50.978305239499456
439,-160.44728529775165,-53.48242843258388
440,-168.9696544428469,-56.32321814761563
441,-129.09220181353243,-43.03073393784414
442,-125.80414741585253,-41.93471580528418
443,-82.24367320769163,-27.41455773589721
444,-212.3483985201512,-70.78279950671707
445,-153.25067335607116,-51.08355778535705
446,-127.14214552953804,-42.38071517651268
447,-161.6584647473686,-53.88615491578954
448,-97.5155156346579,-32.5051718782193
449,-226.80380455659898,-75.60126818553299
450,-181.9533835627661,-60.65112785425537
451,-88.08021631646024,-29.360072105486747
452,-153.31904040903984,-51.10634680301328
453,-120.07771805703396,-40.02590601901132
454,-84.92591338552114,-28.308637795173713
455,-74.0265410063929,-24.675513668797635
456,-82.95810867999305,-27.652702893331014
457,-112.67032736743312,-37.556775789144375
458,-177.9266598420262,-59.308886614008735
459,-155.19338398774,-51.73112799591333
460,-131.0840696293863,-43.6946898764621
461,-84.92814920627708,-28.30938306875903
462,-191.15466991497368,-63.71822330499123
463,-115.85310707583808,-38.617702358612696
464,-179.25601140779708,-59.75200380259903
465,-131.4778666162452,-43.825955538748396
466,-129.8927532231279,-43.2975844077093
467,-90.97341037910196,-30.32447012636732
468,-63.98905058692711,-21.329683528975703
469,-100.63465254707523,-33.54488418235841
470,-148.65053742233135,-49.55017914077712
471,-111.20782789369889,-37.069275964566295
472,-135.56516415091656,-45.18838805030552
473,-106.07578521314807,-35.35859507104936
474,-218.55714832286338,-72.85238277428779
475,-121.31715712212926,-40.43905237404309
476,-67.33596589880916,-22.44532196626972
477,-182.71222944384638,-60.904076481282125
478,-99.00294057857671,-33.000980192858904
479,-109.15521319921046,-36.38507106640349
480,-93.76296399441397,-31.25432133147132
481,-93.12891543911797,-31.042971813039326
482,-143.82033358859948,-47.94011119619983
483,-86.80048236293385,-28.93349412097795
484,-80.89032026220693,-26.963440087402308
485,-227.7869719459882,-75.92899064866273
486,-102.09328630906577,-34.03109543635526
487,-116.85649371047407,-38.952164570158025
488,-137.58535996792648,-45.86178665597549
489,-116.4966281890543,-38.83220939635144
490,-108.449371384084,-36.149790461361334
491,-93.40504061556287,-31.135013538520955
492,-65.6888545586867,-21.896284852895565
493,-164.01031222811721,-54.670104076039074
494,-107.80443696051297,-35.93481232017099
495,-71.65667510850636,-23.88555836950212
496,-214.24657565598795,-71.41552521866265
497,-97.63157046923698,-32.54385682307899
498,-80.5723445470124,-26.857448182337468
499,-161.3012514061892,-53.76708380206307
500,-100.20468188962477,-33.40156062987492
501,-113.85368264323239,-37.95122754774413
502,-90.594071377374,-30.198023792458
503,-155.086215676799,-51.695405225599664
504,-78.44958112291275,-26.14986037430425
505,-173.87552977505345,-57.958509925017815
506,-101.63169285913428,-33.87723095304476
507,-78.89741331064488,-26.29913777021496
508,-84.62191737345304,-28.207305791151015
509,-215.69073579539798,-71.89691193179932
510,-85.91078417529201,-28.63692805843067
511,-130.75106262788228,-43.58368754262742
512,-128.05345037746366,-42.684483459154556
513,-138.47774768752765,-46.159249229175884
514,-211.85613533444493,-70.61871177814831
515,-89.22436087207791,-29.74145362402597
516,-64.95759088406528,-21.65253029468843
517,-94.85315270777653,-31.617717569258843
518,-62.04148717074069,-20.68049572358023
519,-77.11297892766207,-25.70432630922069
520,-110.03865226917524,-36.67955075639175
521,-53.55857689840903,-17.852858966136342
522,-150.1997825169589,-50.06659417231963
523,-77.15164446840015,-25.71721482280005
524,-106.91951888443917,-35.63983962814639
525,-164.5657014520759,-54.85523381735863
526,-131.87462533846437,-43.95820844615479
527,-110.96055634003596,-36.98685211334532
528,-52.47504386000735,-17.491681286669117
529,-66.97001398394288,-22.323337994647627
530,-152.73276125940671,-50.91092041980224
531,-77.71698878634724,-25.905662928782416
532,-98.57016906539624,-32.85672302179875
533,-115.63029939399766,-38.543433131332556
534,-162.92562280249427,-54.30854093416476
535,-128.2382272808708,-42.74607576029027
536,-87.1561759691242,-29.052058656374737
537,-162.27591057116885,-54.09197019038962
538,-150.00338550023363,-50.001128500077876
539,-60.507533909774686,-20.169177969924895
540,-105.48034685020968,-35.16011561673656
541,-188.70947490641487,-62.90315830213829
542,-93.52255483551401,-31.174184945171337
543,-120.41970406789261,-40.139901355964206
544,-78.96160098474687,-26.32053366158229
545,-103.61633241194082,-34.53877747064694
546,-94.4434010350205,-31.481133678340168
547,-80.24448959911093,-26.748163199703644
548,-53.12105082300222,-17.70701694100074
549,-116.79670819006014,-38.93223606335338
550,-80.43623324965058,-26.812077749883528
551,-88.80020918547433,-29.600069728491444
552,-146.64726175860153,-48.88242058620051
553,-121.49105247051861,-40.49701749017287
554,-129.3559401994868,-43.11864673316227
555,-107.175190350983,-35.72506345032767
556,-94.12580867050448,-31.375269556834827
557,-72.03430948592683,-24.011436495308942
558,-174.95535164981032,-58.31845054993678
559,-104.93705091982144,-34.979016973273815
560,-117.53156730629723,-39.17718910209908
561,-138.25827678089735,-46.08609226029912
562,-228.8431327978589,-76.28104426595297
563,-68.90199536844106,-22.967331789480355
564,-90.86512426468299,-30.28837475489433
565,-173.86155297857366,-57.95385099285789
566,-121.00155471042798,-40.33385157014266
567,-74.64731746631278,-24.882439155437595
568,-77.87918006511066,-25.95972668837022
569,-228.64975690301483,-76.21658563433827
570,-99.13303768528056,-33.04434589509352
571,-115.47233840020769,-38.490779466735894
572,-109.32587677892928,-36.44195892630976
573,-170.50381938614956,-56.834606462049855
574,-109.12749016978685,-36.37583005659562
575,-136.87210547668548,-45.62403515889516
576,-227.51864664552852,-75.83954888184284
577,-71.79222469805458,-23.930741566018195
578,-70.68619903024862,-23.562066343416205
579,-181.34249139014065,-60.447497130046884
580,-241.91960447305405,-80.63986815768469
581,-149.5735710196567,-49.85785700655223
582,-120.496988379078,-40.165662793026
583,-75.70063102617908,-25.233543675393026
584,-99.4456595765499,-33.1485531921833
585,-151.36995975470526,-50.45665325156842
586,-91.22829588539409,-30.40943196179803
587,-174.29639449482224,-58.098798164940746
588,-107.54484054459317,-35.84828018153106
589,-216.06741700702102,-72.02247233567367
590,-96.79690358207517,-32.265634527358394
591,-199.49253634060562,-66.49751211353521
592,-133.98492092721523,-44.66164030907174
593,-88.27833130497983,-29.426110434993276
594,-51.31204356330935,-17.104014521103117
595,-205.33724348737633,-68.44574782912544
596,-93.65172528192349,-31.217241760641162
597,-73.6197723147545,-24.539924104918168
598,-271.528806341213,-90.50960211373767
599,-75.08225651253986,-25.027418837513284
600,-147.427870042088,-49.142623347362665
601,-196.31278346893373,-65.43759448964458
602,-191.39448033911208,-63.79816011303736
603,-210.9300540410132,-70.31001801367107
604,-61.22362846831672,-20.407876156105573
605,-146.56618505825054,-48.85539501941685
606,-86.31959318213708,-28.773197727379028
607,-69.67788809572471,-23.225962698574904
608,-150.69926600766752,-50.233088669222504
609,-69.6622853205246,-23.2207617735082
610,-116.50468496273646,-38.83489498757882
611,-178.3634201925634,-59.454473397521134
612,-67.29428062445098,-22.431426874816992
613,-68.20923367740747,-22.736411225802488
614,-82.21917338375806,-27.406391127919353
615,-89.46350575648161,-29.82116858549387
616,-74.14737103831149,-24.71579034610383
617,-103.73275977658113,-34.57758659219371
618,-191.08210806396968,-63.69403602132323
619,-103.89786236252607,-34.63262078750869
620,-64.35324899964834,-21.451082999882782
621,-79.76706342550757,-26.589021141835858
622,-74.53490726734823,-24.844969089116077
623,-118.93859763883847,-39.64619921294616
624,-99.29832270793504,-33.099440902645014
625,-50.72027422308206,-16.906758074360685
626,-81.76377275096826,-27.254590916989418
627,-163.47353347820015,-54.49117782606672
628,-88.89621227868886,-29.632070759562954
629,-77.79478491585758,-25.931594971952524
630,-54.125548097745444,-18.041849365915148
631,-157.74250948993907,-52.580836496646356
632,-238.96966366460964,-79.65655455486989
633,-48.40121516671904,-16.133738388906348
634,-77.7042976720632,-25.9014325573544
635,-126.8105275683987,-42.2701758561329
636,-58.887142795223845,-19.629047598407947
637,-173.5227920759354,-57.840930691978464
638,-70.93254806829636,-23.644182689432117
639,-58.99824496040458,-19.666081653468193
640,-242.8646041287736,-80.95486804292453
641,-90.98813178588308,-30.329377261961028
642,-80.64271666436034,-26.88090555478678
643,-105.76730322359877,-35.25576774119959
644,-55.325275250995816,-18.441758416998606
645,-83.12660156420209,-27.708867188067362
646,-57.773409293443265,-19.25780309781442
647,-154.47993226167375,-51.49331075389125
648,-98.32747260736764,-32.77582420245588
649,-90.64089762622783,-30.213632542075942
650,-86.85111363503825,-28.950371211679414
651,-218.52116006409813,-72.84038668803271
652,-240.8703323071445,-80.29011076904817
653,-167.31873352766934,-55.77291117588978
654,-77.35028604465566,-25.783428681551886
655,-71.72763879619643,-23.909212932065476
656,-66.96162348555507,-22.32054116185169
657,-112.4779541467739,-37.49265138225797
658,-140.2646585233182,-46.7548861744394
659,-167.44218607493218,-55.814062024977396
660,-121.80191526586165,-40.60063842195388
661,-66.69049240993041,-22.23016413664347
662,-144.28033986212722,-48.093446620709074
663,-110.35441526299589,-36.7848050876653
664,-110.4347132847873,-36.8115710949291
665,-108.77642184704544,-36.25880728234848
666,-282.7378558077115,-94.24595193590385
667,-153.428692361629,-51.14289745387634
668,-94.67231000692638,-31.55743666897546
669,-128.97062432370143,-42.99020810790048
670,-128.2440742686956,-42.74802475623187
671,-118.94082214260254,-39.646940714200845
672,-152.51641111548324,-50.83880370516108
673,-231.78238293076691,-77.26079431025563
674,-135.48645056754367,-45.162150189181226
675,-223.55778095444708,-74.51926031814902
676,-89.67265156094004,-29.89088385364668
677,-113.79293537436756,-37.93097845812252
678,-85.38804564273048,-28.462681880910157
679,-77.50060368935968,-25.833534563119894
680,-106.39058996450487,-35.46352998816829
681,-106.37854268272223,-35.459514227574076
682,-172.738333402508,-57.57944446750267
683,-114.06588271979447,-38.02196090659816
684,-128.37247161363075,-42.79082387121025
685,-97.46595041513189,-32.488650138377295
686,-99.42998367424892,-33.143327891416305
687,-89.32547455707876,-29.77515818569292
688,-94.03803739505454,-31.34601246501818
689,-77.70340615938218,-25.901135386460727
690,-175.15606097900746,-58.38535365966916
691,-90.13105721642519,-30.043685738808396
692,-117.81626278973768,-39.272087596579226
693,-130.04975978870246,-43.349919929567484
694,-87.64755930547591,-29.215853101825303
695,-133.45535189421398,-44.48511729807132
696,-109.59167865181792,-36.53055955060597
697,-73.54432552644624,-24.514775175482082
698,-206.9471563939259,-68.98238546464196
699,-71.79290633684366,-23.930968778947886
